,full_address,status,price,bed,bath,house,acre_lot,house*acre lot,street,city,state,zip_code,house_size,sold_date,sold_year,n1_total,total_credit_amt,taxable_income_amt,mortgageint_amt,p_mortgageint_nr,inctax_amt,p_unemploy_nr,agi_amt,num_dependents,p_re_taxes_nr,agi_bucket
3973,"5 Fairmount St, Smithfield, RI, 02917",for_sale,409999,3,2,1,0.2,0.2,5 Fairmount St,Smithfield,Rhode Island,2917,1232,11/17/14,2014,6020,0.319767442,50.96976744,2.74833887,0.365448505,9.229900332,0.086378738,71.26943522,0.453488372,0.416943522,2.797342193
3974,"5 Farragut Ct, Willingboro, NJ, 08046",for_sale,1.00E+05,3,2,1,NA,0,5 Farragut Ct,Willingboro,New Jersey,8046,1592,3/5/13,2013,15890,0.34870988,27.28974198,2.055884204,0.317809943,3.823222152,0.108873505,45.56343612,0.631843927,0.358716174,2.272498427
3975,"5 Great Jones St Apt 2, New York, NY, 10012",for_sale,3250000,2,2,0,NA,0,5 Great Jones St Apt 2,New York,New York,10012,2300,10/22/12,2012,12920,0.975077399,160.1589009,2.45495356,0.154024768,41.29860681,0.053405573,197.9105263,0.192724458,0.181114551,3.332043344
3976,"5 Greenfield Ct, New Milford, CT, 06776",for_sale,439900,4,3,1,0.13,0.13,5 Greenfield Ct,New Milford,Connecticut,6776,2595,9/2/14,2014,13240,0.372054381,52.24169184,3.351510574,0.386706949,9.510045317,0.069486405,74.2478852,0.55060423,0.438821752,2.827794562
3977,"5 Hanover Dr, Medford, NJ, 08055",for_sale,450000,4,4,1,0.74,0.74,5 Hanover Dr,Medford,New Jersey,8055,2971,6/28/13,2013,13640,0.485703812,83.73907625,4.619501466,0.460410557,18.25953079,0.068914956,112.3216276,0.669354839,0.56744868,3.305718475
3978,"5 High St, Exeter, NH, 03833",for_sale,750000,4,2,1,0.09,0.09,5 High St,Exeter,New Hampshire,3833,1840,4/14/11,2011,10851,0.400792554,58.8879366,3.613860474,0.346051055,11.37498848,0.066906276,80.83420883,0.558566031,0.406229841,2.827112709
3979,"5 Ivy Ln, Waterbury, CT, 06705",for_sale,249900,3,2,1,0.13,0.13,5 Ivy Ln,Waterbury,Connecticut,6705,1152,10/5/11,2011,12560,0.326433129,21.46679936,1.207404467,0.197929944,2.846894904,0.175875804,36.84371019,0.643869435,0.222770701,1.964808917
3980,"5 James St, Enfield, CT, 06082",for_sale,179950,3,1,1,0.25,0.25,5 James St,Enfield,Connecticut,6082,988,6/26/13,2013,21160,0.342769376,38.04645558,2.116918715,0.327032136,5.82173913,0.108695652,56.24040643,0.479206049,0.379962193,2.578922495
3981,"5 Jessie Ln, Windham, CT, 06256",for_sale,55000,2,2,1,NA,0,5 Jessie Ln,Windham,Connecticut,6256,924,1/22/14,2014,1130,0.231858407,32.04159292,1.327433628,0.203539823,4.971681416,0.097345133,48.29026549,0.353982301,0.247787611,2.336283186
3982,"5 Kary Ln, New Milford, CT, 06776",for_sale,849900,4,4,1,1.89,1.89,5 Kary Ln,New Milford,Connecticut,6776,2928,8/16/13,2013,13300,0.383759398,48.34571429,3.546917293,0.392481203,8.548195489,0.093984962,70.19308271,0.569172932,0.447368421,2.781203008
3983,"5 Lake Forest Rd, Plymouth, CT, 06786",for_sale,189900,2,1,1,0.12,0.12,5 Lake Forest Rd,Plymouth,Connecticut,6786,560,6/18/10,2010,4799,0.450510544,33.56761825,3.052927693,0.385496979,4.755574078,0.213586185,52.33194416,0.551573244,0.432381746,2.494686393
3984,"5 Longview Rd, Westport, CT, 06880",for_sale,3999000,4,6,1,1,1,5 Longview Rd,Westport,Connecticut,6880,4171,10/31/14,2014,12640,1.822943038,343.7443038,8.394857595,0.433544304,103.4292722,0.034018987,406.6157437,0.719936709,0.574367089,3.860759494
3985,"5 Loxley Ct, Philadelphia, PA, 19106",for_sale,725000,4,2,0,0.02,0,5 Loxley Ct,Philadelphia,Pennsylvania,19106,1446,9/19/14,2014,6760,0.406065089,138.4418639,3.025739645,0.270710059,35.92751479,0.031065089,166.3492604,0.130177515,0.359467456,3.605029586
3986,"5 Maurice Ave, Ossining, NY, 10562",for_sale,649000,6,2,1,0.22,0.22,5 Maurice Ave,Ossining,New York,10562,1776,1/15/10,2010,14413,0.448345244,49.62027336,4.001873309,0.326510789,9.787136613,0.086241587,75.27711094,0.57482828,0.387150489,2.696315826
3987,"5 Meadow Dr, Greenwich, CT, 06831",for_sale,7395000,5,6,1,2.3,2.3,5 Meadow Dr,Greenwich,Connecticut,6831,5671,7/3/12,2012,7380,6.572628726,564.8651762,7.301355014,0.333333333,144.6789973,0.051490515,685.8704607,0.594850949,0.470189702,3.563685637
3988,"5 Merrimac St, Hamden, CT, 06514",for_sale,310000,3,1,1,0.23,0.23,5 Merrimac St,Hamden,Connecticut,6514,1566,12/2/14,2014,12870,0.342968143,37.37645688,1.986946387,0.298368298,5.928515929,0.085470085,56.22657343,0.545454545,0.348873349,2.533799534
3989,"5 Middlesex Blvd, Monroe, NJ, 08831",for_sale,499900,3,2,1,0.23,0.23,5 Middlesex Blvd,Monroe,New Jersey,8831,1651,10/9/12,2012,24430,0.282357757,60.96127712,4.11784691,0.400327466,11.7980352,0.108063856,87.39062628,0.517805976,0.560376586,3.075317233
3990,"5 Minerva Pl Apt 3E, White Plains, NY, 10601",for_sale,330000,2,1,0,0.34,0,5 Minerva Pl Apt 3E,White Plains,New York,10601,925,5/14/13,2013,6050,1.581322314,100.3849587,2.276859504,0.218181818,26.05140496,0.056198347,126.1228099,0.466115702,0.261157025,2.854545455
3991,"5 Nadia Ln Unit D, Wallingford, CT, 06492",for_sale,249000,2,2,0,NA,0,5 Nadia Ln Unit D,Wallingford,Connecticut,6492,1234,6/7/12,2012,23270,0.352943704,48.53811775,2.902148689,0.352385045,8.599570262,0.11044263,68.95204125,0.508809626,0.411259132,2.746884401
3992,"5 Old Field Rd, Norwalk, CT, 06853",for_sale,1299000,4,3,1,0.34,0.34,5 Old Field Rd,Norwalk,Connecticut,6853,2538,5/22/13,2013,1770,1.668926554,293.8649718,9.494350282,0.497175141,87.29943503,0.04519774,354.3282486,0.644067797,0.621468927,4.04519774
3993,"5 Oldstone Ct, Centereach, NY, 11720",for_sale,689900,4,3,1,0.47,0.47,5 Oldstone Ct,Centereach,New York,11720,3000,2/2/11,2011,14181,0.395106128,41.8250476,4.016712503,0.378393625,7.068471899,0.097595374,65.18207461,0.637825259,0.441083139,2.724772583
3994,"5 Oxford Rd, Hastings On Hudson, NY, 10706",for_sale,829000,4,3,1,0.26,0.26,5 Oxford Rd,Hastings On Hudson,New York,10706,1833,1/10/11,2011,4410,0.555328798,101.977551,5.532199546,0.396145125,25.2138322,0.056462585,139.7893424,0.624943311,0.518594104,3.42585034
3995,"5 Paret Ln, Hartsdale, NY, 10530",for_sale,1199000,4,5,1,0.7,0.7,5 Paret Ln,Hartsdale,New York,10530,3200,8/11/10,2010,6926,0.294686688,72.32414092,5.358648571,0.473577823,15.84911926,0.083309269,101.4426798,0.386081432,0.578833381,3.306670517
3996,"5 Ranch Haven Rd, Flemington, NJ, 08822",for_sale,369900,3,2,1,0.43,0.43,5 Ranch Haven Rd,Flemington,New Jersey,8822,1842,6/20/12,2012,15020,0.412782956,79.0252996,4.824234354,0.440745672,17.18575233,0.094540613,106.8089214,0.636484687,0.532623169,3.200399467
3997,"5 Reservation Trl, Media, PA, 19063",for_sale,665000,4,4,1,0.57,0.57,5 Reservation Trl,Media,Pennsylvania,19063,2350,9/23/14,2014,18640,0.472746781,90.62151288,3.339806867,0.350858369,20.62162017,0.041309013,115.4270386,0.479077253,0.434012876,3.170600858
3998,"5 Robin Rd Apt 5B, West Hartford, CT, 06119",for_sale,185000,2,1,0,NA,0,5 Robin Rd Apt 5B,West Hartford,Connecticut,6119,833,8/27/12,2012,7550,0.337748344,61.22066225,2.51192053,0.291390728,12.03695364,0.075496689,86.70304636,0.528476821,0.352317881,2.77218543
3999,"5 S Pelham Ave, Longport, NJ, 08403",for_sale,1895000,5,5,1,0.07,0.07,5 S Pelham Ave,Longport,New Jersey,8403,3400,10/4/11,2011,532,0.280075564,74.18609023,5.142857143,0.357142857,17.06766917,0.090226316,102.7593985,0.287594173,0.545112782,2.960526316
4000,"5 Sherwood Dr, Watchung, NJ, 07069",for_sale,1199000,5,5,1,1.5,1.5,5 Sherwood Dr,Watchung,New Jersey,7069,4593,8/17/11,2011,3008,0.478058511,133.2194149,6.678856383,0.40724734,35.12865691,0.074468118,176.1722074,0.643617021,0.554521277,3.500332447
4001,"5 Sunnywood Dr, Westfield, NJ, 07090",for_sale,1699000,6,6,1,0.24,0.24,5 Sunnywood Dr,Westfield,New Jersey,7090,3757,10/5/11,2011,13576,0.642383618,145.0528138,7.452563347,0.475397761,37.75176783,0.077931644,189.1525486,0.840748379,0.605259281,3.722672363
4002,"5 Sunshine Ter, Thompson, CT, 06255",for_sale,89000,2,2,1,NA,0,5 Sunshine Ter,Thompson,Connecticut,6255,924,12/5/14,2014,2140,0.328971963,36.14018692,1.929439252,0.275700935,5.387850467,0.088785047,53.95373832,0.490654206,0.313084112,2.504672897
4003,"5 Waccabuc Rd, Lewisboro, NY, 10526",for_sale,899000,4,3,1,3.27,3.27,5 Waccabuc Rd,Lewisboro,New York,10526,2714,11/13/14,2014,990,0.385858586,137.7,4.78989899,0.373737374,33.73939394,0.03030303,171.3414141,0.585858586,0.494949495,3.333333333
4004,"5 Waverly Dr, Columbus, NJ, 08022",for_sale,949900,4,4,1,1.27,1.27,5 Waverly Dr,Columbus,New Jersey,8022,5897,10/24/11,2011,4638,0.381845623,55.9661492,4.934023286,0.43962915,10.19232428,0.101768003,81.5105649,0.568779646,0.552824493,3.06101768
4005,"5 Wild Turkey Rd, Deerfield, NH, 03037",for_sale,620000,4,3,1,3.06,3.06,5 Wild Turkey Rd,Deerfield,New Hampshire,3037,2762,7/12/13,2013,2280,0.371491228,45.28903509,3.112280702,0.350877193,7.311403509,0.061403509,64.70350877,0.526315789,0.399122807,2.776315789
4006,"5 Wildwood Dr Apt 21C, Wappingers Falls, NY, 12590",for_sale,167000,2,1,0,NA,0,5 Wildwood Dr Apt 21C,Wappingers Falls,New York,12590,840,10/31/12,2012,17710,0.352230378,43.96369283,3.145567476,0.336533032,7.355223038,0.089215133,64.99937888,0.582721626,0.390175042,2.757199322
4007,"5 Wildwood Dr Apt 6D, Wappingers Falls, NY, 12590",for_sale,150000,2,1,0,NA,0,5 Wildwood Dr Apt 6D,Wappingers Falls,New York,12590,840,9/30/11,2011,17743,0.375190216,41.94397791,3.456630784,0.3495463,6.946401398,0.09293806,62.89133743,0.59510793,0.398467001,2.716226117
4008,"5 Williams Dr, Mount Olive Township, NJ, 07828",for_sale,650000,4,3,1,0.56,0.56,5 Williams Dr,Mount Olive Township,New Jersey,7828,2700,4/19/10,2010,6287,0.464450453,42.09082233,3.666931764,0.329250835,6.98536663,0.162557675,63.16144425,0.612692858,0.36201686,2.69572133
4009,"5 Woodcrest Dr, Wakefield, MA, 01880",for_sale,639900,3,1,1,0.2,0.2,5 Woodcrest Dr,Wakefield,Massachusetts,1880,1600,5/28/10,2010,13150,0.403117871,51.17551331,4.57026616,0.391863118,9.14121673,0.105095057,72.43391635,0.514296578,0.454296578,2.880152091
4010,"50-21 102 St, Corona, NY, 11368",for_sale,866000,4,2,1,0.04,0.04,50-21 102 St,Corona,New York,11368,1661,7/23/13,2013,46510,0.231584605,12.22229628,0.437045797,0.050741776,1.522016771,0.056116964,26.93375618,0.85228983,0.052891851,1.602021071
4011,"50 Alexander St, Manchester, CT, 06040",for_sale,3.00E+05,3,3,1,0.21,0.21,50 Alexander St,Manchester,Connecticut,6040,1572,6/30/14,2014,17860,0.31287794,41.26035834,1.692721165,0.257558791,7.20699888,0.082866741,59.95733483,0.519036954,0.316349384,2.511758119
4012,"50 Beecher Pl, New Haven, CT, 06512",for_sale,185000,3,2,1,0.11,0.11,50 Beecher Pl,New Haven,Connecticut,6512,1360,8/2/11,2011,14873,0.323875479,31.99838634,2.650843811,0.327640691,4.88368184,0.143481483,50.00396692,0.518052847,0.373361124,2.377933167
4013,"50 Bonnie Gellman Ct Unit C50, Philadelphia, PA, 19114",for_sale,221900,2,2,0,NA,0,50 Bonnie Gellman Ct Unit C50,Philadelphia,Pennsylvania,19114,1176,3/4/10,2010,15263,0.394024766,30.41577671,2.230426522,0.285854681,4.365393435,0.135360028,47.47369456,0.483456725,0.315599817,2.32903099
4014,"50 Carson Ave, Newburgh, NY, 12550",for_sale,280000,5,3,1,0.06,0.06,50 Carson Ave,Newburgh,New York,12550,1688,3/22/12,2012,24460,0.330253475,31.85760425,2.275511038,0.253883892,5.441782502,0.096892886,51.20936222,0.770237122,0.285363859,2.244480785
4015,"50 Charles St, Metuchen, NJ, 08840",for_sale,495000,3,2,1,0.1,0.1,50 Charles St,Metuchen,New Jersey,8840,1470,2/5/13,2013,8550,0.363859649,67.82573099,3.626666667,0.391812865,13.82608187,0.080701754,93.30596491,0.633918129,0.49122807,3.147368421
4016,"50 Cherry Hill Dr, Newington, CT, 06111",for_sale,249900,3,1,1,0.26,0.26,50 Cherry Hill Dr,Newington,Connecticut,6111,1092,1/15/13,2013,16230,0.355514479,43.63456562,2.438324091,0.362292052,6.981700555,0.089340727,63.2857671,0.47689464,0.443006778,2.770178681
4017,"50 Cumberland Ave, Saco, ME, 04072",for_sale,399900,3,3,1,0.23,0.23,50 Cumberland Ave,Saco,Maine,4072,2414,6/6/13,2013,9860,0.436004057,36.57241379,2.188742394,0.299188641,5.588843813,0.062880325,54.71653144,0.467545639,0.338742394,2.417849899
4018,"50 Ford St, Providence, RI, 02907",for_sale,275000,5,2,1,0.07,0.07,50 Ford St,Providence,Rhode Island,2907,3519,8/19/10,2010,13673,0.25305347,12.46778322,0.573100278,0.07467272,1.619176479,0.178307621,25.54838002,0.712864777,0.077890734,1.511445915
4019,"50 Franklin St Apt 14B, New York City, NY, 10013",for_sale,1695000,2,2,0,0.17,0,50 Franklin St Apt 14B,New York City,New York,10013,1024,7/12/10,2010,16470,1.819307832,207.6578021,4.684699454,0.165634487,60.08360656,0.064966606,265.0120219,0.357073467,0.192835458,2.781481481
4020,"50 Franklin St Apt 6B, New York City, NY, 10013",for_sale,975000,0,1,0,NA,0,50 Franklin St Apt 6B,New York City,New York,10013,604,5/25/10,2010,16470,1.819307832,207.6578021,4.684699454,0.165634487,60.08360656,0.064966606,265.0120219,0.357073467,0.192835458,2.781481481
4021,"50 Franklin St Apt 7B, New York, NY, 10013",for_sale,950000,0,1,0,NA,0,50 Franklin St Apt 7B,New York,New York,10013,604,7/18/12,2012,15340,2.156714472,306.954498,4.281421121,0.17601043,82.6601043,0.048891786,373.7214472,0.380052151,0.209908735,3.059973924
4022,"50 Franklin St Apt 8C, New York City, NY, 10013",for_sale,1700000,2,2,0,0.17,0,50 Franklin St Apt 8C,New York City,New York,10013,1123,8/15/13,2013,15060,2.475099602,263.5571713,4.027423639,0.178618858,82.06978752,0.039840637,323.552324,0.380478088,0.2124834,3.152722444
4023,"50 Franklin St Apt 8E, New York City, NY, 10013",for_sale,1250000,1,1,0,NA,0,50 Franklin St Apt 8E,New York City,New York,10013,779,8/19/14,2014,15030,3.833998669,350.9107784,3.945375915,0.178310047,108.2980705,0.027278776,418.5586826,0.377245509,0.216234198,3.276779774
4024,"50 Franklin St Apt 9A, New York, NY, 10013",for_sale,1145000,1,1,0,NA,0,50 Franklin St Apt 9A,New York,New York,10013,720,2/1/10,2010,16470,1.819307832,207.6578021,4.684699454,0.165634487,60.08360656,0.064966606,265.0120219,0.357073467,0.192835458,2.781481481
4025,"50 Glenbrook Rd Apt 3H, Stamford, CT, 06902",for_sale,345000,2,2,0,NA,0,50 Glenbrook Rd Apt 3H,Stamford,Connecticut,6902,1276,7/7/10,2010,30440,0.529270696,61.53331143,3.468462549,0.237713535,14.03797635,0.111038108,84.99730618,0.553219448,0.281241787,2.437253614
4026,"50 Hicks Ave Apt 7, Medford, MA, 02155",for_sale,649000,2,2,0,NA,0,50 Hicks Ave Apt 7,Medford,Massachusetts,2155,1272,2/22/10,2010,29369,0.339882189,40.97892335,2.921175389,0.271238381,7.035207191,0.094998127,58.47233477,0.395348837,0.313323572,2.536211652
4027,"50 Kristine Ln, Haverhill, MA, 01832",for_sale,759000,3,3,1,1.84,1.84,50 Kristine Ln,Haverhill,Massachusetts,1832,2941,11/1/10,2010,10837,0.404170896,32.21841838,3.319737935,0.338285503,4.902279229,0.137584211,49.71588078,0.55734982,0.360985513,2.354249331
4028,"50 Long St Apt 12, New Britain, CT, 06051",for_sale,123000,2,1,0,NA,0,50 Long St Apt 12,New Britain,Connecticut,6051,986,5/23/11,2011,12834.0001,0.272011849,15.12256495,0.668926292,0.11142279,1.858578768,0.218949671,29.09420268,0.794530156,0.126305134,1.675705192
4029,"50 Lorraine Dr, Monroe, CT, 06468",for_sale,439000,3,2,1,1.3,1.3,50 Lorraine Dr,Monroe,Connecticut,6468,1296,8/3/12,2012,9410,0.378746015,72.85887354,4.931668438,0.458023379,15.21328374,0.097768332,101.6626993,0.667375133,0.554729012,3.145589798
4030,"50 Market St, Wappingers Falls, NY, 12590",for_sale,395000,3,2,1,0.41,0.41,50 Market St,Wappingers Falls,New York,12590,1905,5/26/11,2011,17743,0.375190216,41.94397791,3.456630784,0.3495463,6.946401398,0.09293806,62.89133743,0.59510793,0.398467001,2.716226117
4031,"50 Mecouch Dr, Glassboro, NJ, 08028",for_sale,225000,2,2,1,0.19,0.19,50 Mecouch Dr,Glassboro,New Jersey,8028,1505,6/20/14,2014,7940,0.322544081,38.33098237,2.229596977,0.33627204,6.235516373,0.076826196,58.05869018,0.619647355,0.400503778,2.55163728
4032,"50 Park Ter W Apt 2B, New York, NY, 10034",for_sale,419000,1,1,0,NA,0,50 Park Ter W Apt 2B,New York,New York,10034,825,9/4/14,2014,20370,0.227687776,24.66485027,0.452920962,0.058910162,3.935051546,0.065292096,39.64123711,0.571919489,0.060873834,1.99018164
4033,"50 Park Terrace Ter W Unit 2B, New York, NY, 10034",for_sale,419000,1,1,0,NA,0,50 Park Terrace Ter W Unit 2B,New York,New York,10034,825,1/31/13,2013,20340,0.230334317,22.84498525,0.455211406,0.058505408,3.609144543,0.089478859,37.57841691,0.593903638,0.05899705,1.921337266
4034,"50 Pilot Ln, Staten Island, NY, 10309",for_sale,869900,3,4,1,0.04,0.04,50 Pilot Ln,Staten Island,New York,10309,2650,3/15/11,2011,14198,0.412382026,49.89899986,5.396746021,0.406254402,9.270671926,0.109804198,76.43949852,0.686293844,0.453866742,2.937315115
4035,"50 Round Hill Rd, Trumbull, CT, 06611",for_sale,480000,3,2,1,0.32,0.32,50 Round Hill Rd,Trumbull,Connecticut,6611,1709,5/28/14,2014,17070,0.433333333,78.380785,4.342296426,0.439367311,16.20011716,0.059168131,106.7745167,0.673110721,0.556531927,3.309314587
4036,"50 Shore Dr, Haddam, CT, 06441",for_sale,175000,1,1,1,0.11,0.11,50 Shore Dr,Haddam,Connecticut,6441,504,10/16/14,2014,2720,0.513602941,63.23713235,3.684926471,0.448529412,11.70992647,0.073529412,87.25661765,0.529411765,0.529411765,3.176470588
4037,"50 South Rd, Southington, CT, 06489",for_sale,109900,2,2,1,NA,0,50 South Rd,Southington,Connecticut,6489,1080,12/14/10,2010,15985,0.467625899,49.74626212,3.881263685,0.406193306,8.78010635,0.134000626,71.24723178,0.55877385,0.480012512,2.824898342
4038,"50 Stone Ridge Way Apt 2C, Fairfield, CT, 06824",for_sale,759000,3,3,0,NA,0,50 Stone Ridge Way Apt 2C,Fairfield,Connecticut,6824,1791,8/23/13,2013,14830,0.564733648,145.7892111,6.451247471,0.44504383,39.34187458,0.058664869,183.767768,0.711395819,0.559002023,3.527309508
4039,"50 Sutton Pl S Apt 2D, New York, NY, 10022",for_sale,649000,1,2,0,NA,0,50 Sutton Pl S Apt 2D,New York,New York,10022,1085,8/15/11,2011,20293,4.117281821,310.7652885,5.049031686,0.34913517,75.95791652,0.049475188,395.8001774,0.228896664,0.395702952,3.796382989
4040,"50 Tomahawk Ct, Warwick, RI, 02886",for_sale,384900,3,2,1,0.22,0.22,50 Tomahawk Ct,Warwick,Rhode Island,2886,1242,4/15/14,2014,15130,0.392597488,44.89940516,2.274421679,0.318572373,7.835294118,0.077990747,63.83965631,0.440185063,0.361533377,2.631857237
4041,"50 W 15th St Apt 8D, Manhattan, NY, 10011",for_sale,3750000,3,3,0,NA,0,50 W 15th St Apt 8D,Manhattan,New York,10011,1611,11/15/14,2014,30270,1.136967294,216.4260654,3.624942187,0.271225636,61.31212422,0.038982491,262.9616452,0.182028411,0.301949125,3.777006938
4042,"50 W 47th St Unit 20LM, New York City, NY, 10036",for_sale,3900000,1,10,0,NA,0,50 W 47th St Unit 20LM,New York City,New York,10036,4200,5/30/13,2013,17980,2.785873192,165.2166852,1.755005562,0.117352614,45.08470523,0.07730812,205.2403782,0.221913237,0.147942158,3.131256952
4043,"50 W 47th St Unit 20N, New York City, NY, 10036",for_sale,2895000,0,1,0,NA,0,50 W 47th St Unit 20N,New York City,New York,10036,2747,6/17/13,2013,17980,2.785873192,165.2166852,1.755005562,0.117352614,45.08470523,0.07730812,205.2403782,0.221913237,0.147942158,3.131256952
4044,"50 W 67th St Unit 2H, New York, NY, 10023",for_sale,799000,1,1,0,NA,0,50 W 67th St Unit 2H,New York,New York,10023,750,6/15/10,2010,34540,1.240532716,209.6850898,4.854198031,0.311870295,58.05570353,0.080920672,267.9037927,0.257064273,0.351013318,3.579212507
4045,"50 Waverly Pl, Staten Island, NY, 10304",for_sale,649999,3,4,1,0.06,0.06,50 Waverly Pl,Staten Island,New York,10304,1620,8/22/12,2012,18730,0.330806193,40.07698879,2.72445275,0.226908703,8.186652429,0.091831287,62.17202349,0.763481046,0.261078484,2.288841431
4046,"50 Wolcott Rd, Simsbury, CT, 06070",for_sale,2.00E+05,2,1,1,0.53,0.53,50 Wolcott Rd,Simsbury,Connecticut,6070,722,5/11/12,2012,7420,0.442048518,100.1583558,4.351347709,0.456873315,22.93921833,0.0606469,130.4677898,0.663072776,0.576819407,3.40296496
4047,"500 4th Ave Apt 12C, New York City, NY, 11215",for_sale,1725000,3,2,0,NA,0,500 4th Ave Apt 12C,New York City,New York,11215,1457,9/3/10,2010,35576,0.410838768,65.93177985,3.342759163,0.208370812,14.66671351,0.091719136,89.34947718,0.472509557,0.22557342,2.855267596
4048,"500 4th Ave Apt 3O, Brooklyn, NY, 11215",for_sale,1200000,2,2,0,NA,0,500 4th Ave Apt 3O,Brooklyn,New York,11215,1019,10/13/10,2010,35576,0.410838768,65.93177985,3.342759163,0.208370812,14.66671351,0.091719136,89.34947718,0.472509557,0.22557342,2.855267596
4049,"500 4th Ave Apt 4P, Brooklyn, NY, 11215",for_sale,669000,0,1,0,NA,0,500 4th Ave Apt 4P,Brooklyn,New York,11215,636,7/13/10,2010,35576,0.410838768,65.93177985,3.342759163,0.208370812,14.66671351,0.091719136,89.34947718,0.472509557,0.22557342,2.855267596
4050,"500 Admirals Way Apt 329, Philadelphia, PA, 19146",for_sale,539000,2,2,0,NA,0,500 Admirals Way Apt 329,Philadelphia,Pennsylvania,19146,1175,7/8/14,2014,18680,0.264668094,52.55947537,2.110385439,0.218950749,10.79421842,0.057815846,70.24989293,0.461456103,0.22751606,2.527837259
