,full_address,status,price,bed,bath,house,acre_lot,house*acre lot,street,city,state,zip_code,house_size,sold_date,sold_year,n1_total,total_credit_amt,taxable_income_amt,mortgageint_amt,p_mortgageint_nr,inctax_amt,p_unemploy_nr,agi_amt,num_dependents,p_re_taxes_nr,agi_bucket
94,"10 Spencer Ln, Warren Twp, NJ, 07059",for_sale,2199000,6,6,1,1.5,1.5,10 Spencer Ln,Warren Twp,New Jersey,7059,6759,6/18/10,2010,7384,0.801868906,155.1677952,7.917118093,0.448131094,40.72589382,0.088569881,201.4161701,0.758531961,0.589653304,3.534263272
95,"10 Sudbury Ct, East Brunswick, NJ, 08816",for_sale,325000,2,2,1,0.08,0.08,10 Sudbury Ct,East Brunswick,New Jersey,8816,1366,5/10/13,2013,23130,0.523735409,71.67310852,3.436532642,0.387808042,15.51781236,0.079118029,98.22658885,0.690877648,0.496757458,3.085170774
96,"10 Tulsa Ct, South Brunswick, NJ, 08852",for_sale,1500000,6,5,1,2,2,10 Tulsa Ct,South Brunswick,New Jersey,8852,5920,11/22/13,2013,8060,0.510918114,79.39727047,3.474565757,0.361042184,17.72022333,0.083126551,105.4260546,0.807692308,0.421836228,3.208436725
97,"10 W End Ave Apt 8J, New York, NY, 10023",for_sale,985000,0,1,0,NA,0,10 W End Ave Apt 8J,New York,New York,10023,600,3/25/13,2013,33900,1.674277286,254.5364897,3.826076696,0.309144543,75.89165192,0.054277286,315.8965487,0.279941003,0.351622419,3.781710914
98,"10 White Gate Dr Apt G, Wappingers Falls, NY, 12590",for_sale,140000,1,1,0,NA,0,10 White Gate Dr Apt G,Wappingers Falls,New York,12590,800,9/23/10,2010,17383,0.44624058,41.25266065,3.783926825,0.365069321,6.648967382,0.104872582,62.34499223,0.599608813,0.415175746,2.718460565
99,"10 Wilderness Dr, Medford, NJ, 08055",for_sale,909900,4,7,1,2.73,2.73,10 Wilderness Dr,Medford,New Jersey,8055,4544,9/26/12,2012,13440,0.419122024,81.82715774,4.972842262,0.466517857,17.64784226,0.089285714,111.5084821,0.686011905,0.572172619,3.27827381
100,"10 Wilkes Rd, Danbury, CT, 06811",for_sale,549900,4,3,1,0.46,0.46,10 Wilkes Rd,Danbury,Connecticut,6811,2626,5/6/10,2010,14100,0.429716312,51.08333333,4.86106383,0.43212766,9.470780142,0.122765957,74.20198582,0.553758865,0.494468085,2.853829787
101,"100 11th Ave Apt 8B, New York City, NY, 10011",for_sale,1999000,1,2,0,NA,0,100 11th Ave Apt 8B,New York City,New York,10011,1110,7/1/10,2010,30669,0.805471323,141.5049072,4.650885259,0.275098634,37.66373211,0.084873977,180.4887019,0.176464834,0.300727119,3.392774463
102,"100 Anson St, Stratford, CT, 06614",for_sale,399000,3,2,1,0.26,0.26,100 Anson St,Stratford,Connecticut,6614,1445,12/24/12,2012,16850,0.354005935,43.34759644,3.379821958,0.392878338,7.197448071,0.121068249,65.08397626,0.532344214,0.49495549,2.761424332
103,"100 Beacon St Unit 6, Boston, MA, 02116",for_sale,10500000,4,5,0,NA,0,100 Beacon St Unit 6,Boston,Massachusetts,2116,4140,7/1/11,2011,10505,2.527843884,267.0502618,5.137172775,0.278248453,67.03722037,0.049690624,321.9739172,0.185816278,0.355069015,3.456544503
104,"100 Chestnut Hill Rd, Ridgefield, CT, 06877",for_sale,1425000,5,5,1,3.66,3.66,100 Chestnut Hill Rd,Ridgefield,Connecticut,6877,4323,12/18/13,2013,11550,1.200606061,177.4423377,7.070822511,0.463203463,48.70077922,0.051082251,219.4731602,0.780952381,0.574891775,3.666666667
105,"100 Colfax Ave Apt 4X, Staten Island, NY, 10306",for_sale,399000,3,2,0,NA,0,100 Colfax Ave Apt 4X,Staten Island,New York,10306,1316,11/18/14,2014,26280,0.323934551,46.36202435,3.16065449,0.305175038,8.177473364,0.059360731,69.36541096,0.584094368,0.365677321,2.801750381
106,"100 Diane Dr, Broomall, PA, 19008",for_sale,599000,4,3,1,0.64,0.64,100 Diane Dr,Broomall,Pennsylvania,19008,3059,5/27/11,2011,10507,0.434377082,52.0322642,3.721043114,0.365851337,9.646616541,0.086513753,73.90006662,0.574283811,0.442562101,2.768059389
107,"100 Dowd St Apt A4, Haverstraw, NY, 10927",for_sale,210000,2,1,0,0.07,0,100 Dowd St Apt A4,Haverstraw,New York,10927,1093,7/28/11,2011,5735,0.306190061,22.92031386,1.878814298,0.178029643,3.731996513,0.13530952,40.05632084,0.775065388,0.200174368,1.913513514
108,"100 E 17th Ave Apt 300, North Wildwood, NJ, 08260",for_sale,524900,4,4,0,NA,0,100 E 17th Ave Apt 300,North Wildwood,New Jersey,8260,2340,4/1/13,2013,7100,0.185352113,26.9284507,1.533802817,0.173239437,4.454788732,0.26056338,43.64633803,0.525352113,0.228169014,2.036619718
109,"100 E Glenolden Ave Apt U2, Glenolden, PA, 19036",for_sale,135000,2,2,0,NA,0,100 E Glenolden Ave Apt U2,Glenolden,Pennsylvania,19036,1386,8/1/14,2014,6730,0.355572065,30.54383358,1.559732541,0.286775632,4.315453195,0.074294205,47.82466568,0.548291233,0.320950966,2.3551263
110,"100 East St, New Britain, CT, 06051",for_sale,249900,4,1,1,0.16,0.16,100 East St,New Britain,Connecticut,6051,1224,2/1/13,2013,12850,0.269338521,15.43968872,0.582490272,0.104280156,1.883968872,0.167315175,29.80077821,0.777431907,0.119066148,1.710505837
111,"100 Eleventh Ave Unit 16A, New York, NY, 10011",for_sale,5200000,3,4,0,NA,0,100 Eleventh Ave Unit 16A,New York,New York,10011,1950,5/27/10,2010,30669,0.805471323,141.5049072,4.650885259,0.275098634,37.66373211,0.084873977,180.4887019,0.176464834,0.300727119,3.392774463
112,"100 Gleneida Ridge Rd, Carmel, NY, 10512",for_sale,465000,3,2,1,0.46,0.46,100 Gleneida Ridge Rd,Carmel,New York,10512,1452,7/11/12,2012,12220,0.341898527,56.93273322,4.178150573,0.416530278,11.29623568,0.090834697,82.77070376,0.593289689,0.491816694,2.963175123
113,"100 Jay St Apt 18A, New York City, NY, 11201",for_sale,2995000,3,3,0,NA,0,100 Jay St Apt 18A,New York City,New York,11201,1711,6/4/13,2013,29680,0.93453504,138.1013814,3.664319407,0.274595687,36.76630728,0.056940701,172.2617588,0.336253369,0.288409704,3.461927224
114,"100 Jay St Apt 6D, Brooklyn, NY, 11201",for_sale,750000,1,1,0,NA,0,100 Jay St Apt 6D,Brooklyn,New York,11201,557,5/24/13,2013,29680,0.93453504,138.1013814,3.664319407,0.274595687,36.76630728,0.056940701,172.2617588,0.336253369,0.288409704,3.461927224
115,"100 Jay St Apt 9E, New York City, NY, 11201",for_sale,995000,1,1,0,0.72,0,100 Jay St Apt 9E,New York City,New York,11201,800,1/29/13,2013,29680,0.93453504,138.1013814,3.664319407,0.274595687,36.76630728,0.056940701,172.2617588,0.336253369,0.288409704,3.461927224
116,"100 LA Salle St Apt 19E, New York, NY, 10027",for_sale,299000,0,1,0,NA,0,100 LA Salle St Apt 19E,New York,New York,10027,500,9/26/12,2012,26380,0.309097801,33.6984837,1.01671721,0.089461713,6.527786202,0.094768764,50.16194086,0.574677786,0.091736164,2.099317665
117,"100 Laconia Ave, Staten Island, NY, 10305",for_sale,789000,3,3,1,0.09,0.09,100 Laconia Ave,Staten Island,New York,10305,1344,4/12/12,2012,18650,0.316621984,35.04069705,3.050241287,0.287399464,5.81924933,0.101876676,57.34418231,0.649329759,0.328150134,2.527077748
118,"100 Laurel Ave, Toms River, NJ, 08753",for_sale,749900,4,3,1,0.29,0.29,100 Laurel Ave,Toms River,New Jersey,8753,2200,12/22/14,2014,31610,0.344068333,44.90933249,3.004587156,0.342613097,7.873615944,0.07023094,65.532205,0.557418538,0.391648213,2.665295792
119,"100 Maple Ave, Stamford, CT, 06902",for_sale,550000,3,3,1,0.06,0.06,100 Maple Ave,Stamford,Connecticut,6902,1496,7/16/14,2014,34220,0.401227352,66.06542957,2.191613092,0.190531853,15.72498539,0.060198714,88.92086499,0.558445354,0.234950321,2.524547049
120,"100 Oak View Ln, Pittsford, VT, 05763",for_sale,139000,3,2,1,1.07,1.07,100 Oak View Ln,Pittsford,Vermont,5763,1196,4/16/10,2010,1387,0.549387239,35.15861572,2.254506128,0.274693583,5.379956741,0.130497621,52.62941601,0.498918529,0.316510454,2.389329488
121,"100 Park Ln, Hamilton, NJ, 08609",for_sale,199000,5,2,1,0.05,0.05,100 Park Ln,Hamilton,New Jersey,8609,1422,11/27/12,2012,5380,0.300929368,12.64962825,0.562639405,0.096654275,1.425650558,0.169144981,27.31133829,0.899628253,0.107806691,1.620817844
122,"100 Parrott Dr Unit 1203, Shelton, CT, 06484",for_sale,599900,2,2,0,NA,0,100 Parrott Dr Unit 1203,Shelton,Connecticut,6484,1675,9/3/13,2013,20640,0.375096899,55.97180233,3.305232558,0.36627907,10.46516473,0.103682171,77.7308624,0.505813953,0.441860465,2.933624031
123,"100 Riverside Blvd Apt 10G, Manhattan, NY, 10069",for_sale,2500000,2,2,0,NA,0,100 Riverside Blvd Apt 10G,Manhattan,New York,10069,1300,11/21/13,2013,2660,3.37556391,392.2406015,6.343984962,0.281954887,119.7827068,0.045112782,473.0112782,0.469924812,0.34962406,4.413533835
124,"100 Riverside Blvd Apt 10T, New York City, NY, 10069",for_sale,999000,1,1,0,NA,0,100 Riverside Blvd Apt 10T,New York City,New York,10069,760,9/7/13,2013,2660,3.37556391,392.2406015,6.343984962,0.281954887,119.7827068,0.045112782,473.0112782,0.469924812,0.34962406,4.413533835
125,"100 Riverside Blvd Apt 12E, New York, NY, 10069",for_sale,1050000,1,1,0,NA,0,100 Riverside Blvd Apt 12E,New York,New York,10069,748,8/20/10,2010,2511,2.381919554,299.8450816,8.577857427,0.289127838,84.35603345,0.073277618,370.342493,0.39824771,0.340501792,4.229788929
126,"100 Riverside Blvd Apt 12J, New York, NY, 10069",for_sale,1195000,1,1,0,NA,0,100 Riverside Blvd Apt 12J,New York,New York,10069,733,11/21/14,2014,2670,2.9917603,465.9857678,5.596254682,0.262172285,140.8966292,0.033707865,558.9973783,0.464419476,0.344569288,4.468164794
127,"100 Riverside Blvd Apt 12N, New York, NY, 10069",for_sale,1900000,2,2,0,NA,0,100 Riverside Blvd Apt 12N,New York,New York,10069,1350,1/28/14,2014,2670,2.9917603,465.9857678,5.596254682,0.262172285,140.8966292,0.033707865,558.9973783,0.464419476,0.344569288,4.468164794
128,"100 Riverside Blvd Apt 19D, New York, NY, 10069",for_sale,2650000,2,2,0,NA,0,100 Riverside Blvd Apt 19D,New York,New York,10069,1309,4/25/13,2013,2660,3.37556391,392.2406015,6.343984962,0.281954887,119.7827068,0.045112782,473.0112782,0.469924812,0.34962406,4.413533835
129,"100 Rosemary Way Apt 203, Needham, MA, 02494",for_sale,369900,1,2,0,NA,0,100 Rosemary Way Apt 203,Needham,Massachusetts,2494,669,3/16/12,2012,4740,1.087130802,115.6177215,5.341350211,0.398734177,26.75506329,0.061181435,148.0402954,0.660337553,0.504219409,3.466244726
130,"100 Sandy Point Dr, Brick, NJ, 08723",for_sale,1849999,4,4,1,0.2,0.2,100 Sandy Point Dr,Brick,New Jersey,8723,3432,10/16/12,2012,16120,0.317866005,35.4867866,3.24528536,0.356699752,5.628722084,0.16439206,56.54447891,0.524813896,0.416253102,2.521712159
131,"100 Stoehrs Pl, Bridgeport, CT, 06606",for_sale,480000,4,2,1,0.19,0.19,100 Stoehrs Pl,Bridgeport,Connecticut,6606,2332,12/13/11,2011,21620,0.347039778,21.71517114,2.01239593,0.255180389,2.903885291,0.154717858,38.563321,0.696947271,0.290980574,2.02173913
132,"100 W 141st St Apt 72, New York, NY, 10030",for_sale,449000,3,1,0,NA,0,100 W 141st St Apt 72,New York,New York,10030,1200,11/10/10,2010,12815,0.316972298,19.49551307,0.753726102,0.059149434,2.926180258,0.125946165,33.66812329,0.583612954,0.054779555,1.783690987
133,"100 W 18th St Apt 6E, New York, NY, 10011",for_sale,2502500,2,2,0,NA,0,100 W 18th St Apt 6E,New York,New York,10011,1430,11/5/13,2013,30420,1.269625247,196.469691,3.665614727,0.271860618,56.0622288,0.053254438,243.9987837,0.180802104,0.302103879,3.652859961
134,"100 W 39th St Apt 37H, New York, NY, 10018",for_sale,769000,1,1,0,NA,0,100 W 39th St Apt 37H,New York,New York,10018,501,8/13/12,2012,6070,3.260955519,404.5907743,2.392586491,0.138385502,100.2955519,0.05601318,501.3538715,0.23723229,0.18121911,3.210873147
135,"100 W 58th St Apt 7G, Manhattan, NY, 10019",for_sale,1299000,2,2,0,NA,0,100 W 58th St Apt 7G,Manhattan,New York,10019,1161,12/6/13,2013,24200,1.511818182,196.4456198,2.017396694,0.149586777,54.28553719,0.060743802,249.6190496,0.209090909,0.182231405,3.431404959
136,"100 W Broad St, Stonington, CT, 06379",for_sale,220000,4,2,1,0.18,0.18,100 W Broad St,Stonington,Connecticut,6379,1386,12/22/14,2014,4360,0.393119266,50.05825688,2.357110092,0.29587156,8.971559633,0.080275229,69.65183486,0.518348624,0.353211009,2.731651376
137,"100 Weaver Dr, Marlton, NJ, 08053",for_sale,389900,3,3,1,0.07,0.07,100 Weaver Dr,Marlton,New Jersey,8053,2097,12/15/10,2010,22921,0.529427163,52.78504428,4.499847302,0.462152611,9.627503163,0.130273548,76.68723005,0.596963483,0.52672222,2.958117011
138,"100 West Ave Unit 208W, Jenkintown, PA, 19046",for_sale,189000,2,1,0,NA,0,100 West Ave Unit 208W,Jenkintown,Pennsylvania,19046,1129,12/5/12,2012,9960,0.843875502,116.864759,3.61315261,0.347389558,26.41054217,0.076305221,147.9319277,0.525100402,0.455823293,3.012048193
139,"100 West Ave Unit 631S, Jenkintown, PA, 19046",for_sale,175000,2,2,0,NA,0,100 West Ave Unit 631S,Jenkintown,Pennsylvania,19046,1311,4/5/12,2012,9960,0.843875502,116.864759,3.61315261,0.347389558,26.41054217,0.076305221,147.9319277,0.525100402,0.455823293,3.012048193
140,"1000 Avenue at Port Imperial Apt 104, Weehawken, NJ, 07086",for_sale,4200000,4,5,0,NA,0,1000 Avenue at Port Imperial Apt 104,Weehawken,New Jersey,7086,4000,9/16/14,2014,7330,0.353888131,77.17080491,2.013915416,0.173260573,17.9377899,0.061391542,99.39604366,0.399727149,0.208731241,2.948158254
141,"1000 Avenue at Port Imperial Apt 701, Weehawken, NJ, 07086",for_sale,1060000,2,2,0,NA,0,1000 Avenue at Port Imperial Apt 701,Weehawken,New Jersey,7086,1136,9/9/14,2014,7330,0.353888131,77.17080491,2.013915416,0.173260573,17.9377899,0.061391542,99.39604366,0.399727149,0.208731241,2.948158254
142,"1000 Freeman St Apt 3H, Bronx, NY, 10459",for_sale,199000,3,2,0,NA,0,1000 Freeman St Apt 3H,Bronx,New York,10459,1000,5/27/11,2011,21249.0001,0.324297617,12.01590658,0.359969884,0.042402,1.314603039,0.10974635,25.95900972,0.924608217,0.039484216,1.563838319
143,"10008 Westbourne Pl, Philadelphia, PA, 19114",for_sale,335000,3,2,0,0.07,0,10008 Westbourne Pl,Philadelphia,Pennsylvania,19114,1540,6/22/10,2010,15263,0.394024766,30.41577671,2.230426522,0.285854681,4.365393435,0.135360028,47.47369456,0.483456725,0.315599817,2.32903099
144,"1001 Cattell Rd, Wenonah, NJ, 08090",for_sale,239900,3,1,1,1.01,1.01,1001 Cattell Rd,Wenonah,New Jersey,8090,1129,12/19/13,2013,4040,0.384405941,43.79678218,2.857920792,0.398514851,7.27549505,0.116336634,65.1269802,0.606435644,0.462871287,2.742574257
145,"1002 Schmidt Ln, North Brunswick, NJ, 08902",for_sale,299900,2,3,1,0.61,0.61,1002 Schmidt Ln,North Brunswick,New Jersey,8902,1284,5/28/14,2014,20710,0.38894254,49.07358764,2.366344761,0.275712216,8.929840657,0.065668759,70.8815548,0.669724771,0.330758088,2.766779334
146,"1006 Boynton Ave, Bronx, NY, 10472",for_sale,899000,7,3,1,0.03,0.03,1006 Boynton Ave,Bronx,New York,10472,2717,8/25/10,2010,26881,0.299728436,13.67787657,0.537145199,0.056694323,1.649752613,0.110375362,27.69286857,0.757858711,0.058591574,1.629961683
147,"1006 E 35th St Apt 2, Brooklyn, NY, 11210",for_sale,470000,2,2,0,NA,0,1006 E 35th St Apt 2,Brooklyn,New York,11210,1000,6/13/12,2012,28500,0.398140351,41.38792982,1.904807018,0.169122807,8.688561404,0.098596491,67.21052632,0.836491228,0.195438596,2.190877193
148,"1006 W Oregon Ave, Philadelphia, PA, 19148",for_sale,239900,3,2,0,0.02,0,1006 W Oregon Ave,Philadelphia,Pennsylvania,19148,960,12/20/10,2010,22716,0.289311499,21.41076774,1.501100546,0.202808593,2.992736397,0.142278575,36.37458179,0.527293538,0.213153724,1.912264483
149,"1008 King St, Chappaqua, NY, 10514",for_sale,445000,1,2,1,0.99,0.99,1008 King St,Chappaqua,New York,10514,1052,5/9/11,2011,5393,1.744854441,302.5531244,11.14908214,0.501390692,88.22844428,0.049508641,390.5924346,0.906360096,0.630446876,4.005933618
150,"1008 Painters Xing, Chadds Ford, PA, 19317",for_sale,195000,3,2,1,NA,0,1008 Painters Xing,Chadds Ford,Pennsylvania,19317,1138,10/23/12,2012,5160,0.891085271,128.1151163,5.719379845,0.445736434,31.00620155,0.050387597,161.6222868,0.641472868,0.546511628,3.441860465
151,"101-04 Shore Front Pkwy Unit 25A, Far Rockaway, NY, 11693",for_sale,710000,2,3,0,NA,0,101-04 Shore Front Pkwy Unit 25A,Far Rockaway,New York,11693,1200,11/22/10,2010,5543,0.362980354,27.35883096,2.258163449,0.260869565,4.055565578,0.129352354,45.48078658,0.632148656,0.26447772,2.232184738
152,"101 Corinth St, Providence, RI, 02907",for_sale,359900,6,2,1,0.11,0.11,101 Corinth St,Providence,Rhode Island,2907,1963,11/8/13,2013,13240,0.231495468,10.56805136,0.371148036,0.060422961,1.23776435,0.134441088,24.28602719,0.829305136,0.064199396,1.483383686
153,"101 Driscoll Dr, Montville, CT, 06382",for_sale,239000,3,2,1,0.27,0.27,101 Driscoll Dr,Montville,Connecticut,6382,1296,6/17/10,2010,5238,0.365979401,31.51011837,2.546009927,0.29877816,4.5775105,0.133638813,48.95399007,0.472317679,0.330469645,2.363497518
154,"101 Garvan St, East Hartford, CT, 06108",for_sale,270000,6,3,1,0.13,0.13,101 Garvan St,East Hartford,Connecticut,6108,2978,5/18/12,2012,11520,0.42109375,22.44644097,1.314670139,0.198784722,3.013975694,0.154513889,38.41909722,0.680555556,0.2265625,1.990451389
155,"101 Havermill Rd, New City, NY, 10956",for_sale,698000,4,3,1,0.35,0.35,101 Havermill Rd,New City,New York,10956,2688,4/9/13,2013,15960,0.418233083,80.71829574,4.485401003,0.405388471,17.93527569,0.058897243,111.2599624,0.658521303,0.523809524,3.294486216
156,"101 N Bend Rd, Ellsworth, ME, 04605",for_sale,299900,3,2,1,1.85,1.85,101 N Bend Rd,Ellsworth,Maine,4605,2076,12/23/11,2011,6465,0.33225058,29.05305491,1.815622583,0.240216551,4.311832947,0.101469482,46.22041763,0.454137664,0.283681361,2.196906419
157,"101 Pleasant Heights Ave, Egg Harbor Township, NJ, 08234",for_sale,239900,3,2,1,0.23,0.23,101 Pleasant Heights Ave,Egg Harbor Township,New Jersey,8234,1508,8/31/11,2011,21434,0.414808249,34.64966875,3.491928711,0.378790706,5.452038817,0.193850891,55.26924512,0.720164225,0.421199963,2.463749184
158,"101 Rugby Ave, Staten Island, NY, 10301",for_sale,799999,4,3,1,0.14,0.14,101 Rugby Ave,Staten Island,New York,10301,1418,11/23/11,2011,17183,0.296397602,41.03264855,2.657044754,0.229529186,7.992027003,0.086539021,61.69539661,0.643659431,0.261304778,2.447477158
159,"101 S Vendome Ave, Margate City, NJ, 08402",for_sale,3250000,6,4,1,0.09,0.09,101 S Vendome Ave,Margate City,New Jersey,8402,3859,7/12/10,2010,3283,0.342978983,59.97959184,4.245507158,0.34998477,12.71367652,0.130063996,85.27353031,0.353944563,0.503807493,2.787389583
160,"101 W 24th St Ph 3C, New York City, NY, 10011",for_sale,6750000,3,3,0,NA,0,101 W 24th St Ph 3C,New York City,New York,10011,2263,12/4/13,2013,30420,1.269625247,196.469691,3.665614727,0.271860618,56.0622288,0.053254438,243.9987837,0.180802104,0.302103879,3.652859961
161,"101 W 87th St Apt 707, New York, NY, 10024",for_sale,2195000,2,2,0,NA,0,101 W 87th St Apt 707,New York,New York,10024,1169,1/23/14,2014,30910,2.318181818,265.6451634,4.084891621,0.293109026,77.70640569,0.035910709,327.7538337,0.358783565,0.328049175,3.779682951
162,"101 Warren St Apt 1180, New York, NY, 10007",for_sale,2910000,2,3,0,NA,0,101 Warren St Apt 1180,New York,New York,10007,1473,12/14/11,2011,3528,3.837868481,345.3081066,6.739512472,0.262188209,101.0235261,0.043083957,422.1400227,0.405895692,0.297902494,4.275793651
163,"101 Warren St Apt 1280, New York City, NY, 10007",for_sale,2900000,2,3,0,NA,0,101 Warren St Apt 1280,New York City,New York,10007,1473,10/15/12,2012,3440,4.689534884,396.0302326,6.345639535,0.270348837,110.3796512,0.049418605,476.1886628,0.427325581,0.311046512,4.328488372
164,"101 Warren St Apt 1410, New York City, NY, 10007",for_sale,6.00E+06,3,4,0,NA,0,101 Warren St Apt 1410,New York City,New York,10007,2530,4/6/10,2010,3591,4.342522974,338.1704261,7.792815372,0.273461431,98.00501253,0.064884461,413.9643553,0.397939293,0.300473406,4.16513506
165,"101 Wayne St Apt 3, Jersey City, NJ, 07302",for_sale,824000,2,2,0,NA,0,101 Wayne St Apt 3,Jersey City,New Jersey,7302,1017,5/6/14,2014,22650,0.376203091,100.9933775,2.708565121,0.225607064,23.098234,0.045916115,123.9627815,0.33598234,0.249889625,3.6401766
166,"1010 Rock Rimmon Rd, Stamford, CT, 06903",for_sale,879000,4,4,1,1,1,1010 Rock Rimmon Rd,Stamford,Connecticut,6903,3790,10/21/11,2011,6883,1.202527967,175.5173616,9.317884643,0.485979951,45.96672962,0.064797327,224.1115793,0.653929972,0.62792387,3.782071771
167,"1010 Sherman Ave Apt 2E, Bronx, NY, 10456",for_sale,149999,1,1,0,NA,0,1010 Sherman Ave Apt 2E,Bronx,New York,10456,600,7/8/13,2013,38800,0.255953608,9.649639175,0.166340206,0.02371134,1.050231959,0.092525773,23.62896907,0.945360825,0.023195876,1.474484536
168,"10104 4th Ave Apt 3B, Brooklyn, NY, 11209",for_sale,340000,2,1,0,NA,0,10104 4th Ave Apt 3B,Brooklyn,New York,11209,900,9/4/13,2013,33670,0.251440451,47.81419661,1.735224235,0.172854173,9.428779329,0.065340065,67.62429462,0.522126522,0.211761212,2.624888625
169,"1011 4th Ave, Egg Harbor City, NJ, 08215",for_sale,279900,3,2,1,4.86,4.86,1011 4th Ave,Egg Harbor City,New Jersey,8215,1262,11/23/10,2010,6302,0.401301174,32.61266265,2.752935576,0.324182799,5.100444303,0.213424326,51.24246271,0.590764837,0.379244684,2.359885751
170,"10116 4th Ave Apt 21C, Brooklyn, NY, 11209",for_sale,339000,1,1,0,NA,0,10116 4th Ave Apt 21C,Brooklyn,New York,11209,560,10/27/11,2011,33160,0.276025332,45.3891737,2.005006031,0.179613993,8.890741858,0.083745476,65.65407117,0.517189385,0.216676719,2.558021713
